"iso_code","location","date","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","tests_units"
"EGY","Egypt","2020-03-01",1,0,0,0,0.01,0,0,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-02",2,1,0,0,0.02,0.01,0,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-06",3,1,0,0,0.029,0.01,0,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-07",15,12,0,0,0.147,0.117,0,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-09",49,34,1,1,0.479,0.332,0.01,0.01,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-10",55,6,1,0,0.537,0.059,0.01,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-11",59,4,1,0,0.577,0.039,0.01,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-12",60,1,1,0,0.586,0.01,0.01,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-13",80,20,2,1,0.782,0.195,0.02,0.01,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-14",93,13,2,0,0.909,0.127,0.02,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-15",93,0,2,0,0.909,0,0.02,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-16",110,17,2,0,1.075,0.166,0.02,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-17",126,16,2,0,1.231,0.156,0.02,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-18",166,40,4,2,1.622,0.391,0.039,0.02,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-19",196,30,6,2,1.915,0.293,0.059,0.02,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-20",210,14,6,0,2.052,0.137,0.059,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-21",256,46,7,1,2.502,0.45,0.068,0.01,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-22",285,29,8,1,2.785,0.283,0.078,0.01,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-23",294,9,10,2,2.873,0.088,0.098,0.02,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-24",327,33,14,4,3.195,0.322,0.137,0.039,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-25",366,39,19,5,3.577,0.381,0.186,0.049,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-26",442,76,21,2,4.319,0.743,0.205,0.02,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-27",456,14,21,0,4.456,0.137,0.205,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-28",495,39,24,3,4.837,0.381,0.235,0.029,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-29",536,41,30,6,5.238,0.401,0.293,0.059,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-30",576,40,36,6,5.629,0.391,0.352,0.059,NA,NA,NA,NA,""
"EGY","Egypt","2020-03-31",609,33,40,4,5.951,0.322,0.391,0.039,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-01",656,47,41,1,6.41,0.459,0.401,0.01,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-02",710,54,46,5,6.938,0.528,0.45,0.049,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-03",779,69,52,6,7.612,0.674,0.508,0.059,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-04",779,0,52,0,7.612,0,0.508,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-05",985,206,66,14,9.625,2.013,0.645,0.137,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-06",1070,85,71,5,10.456,0.831,0.694,0.049,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-07",1073,3,78,7,10.485,0.029,0.762,0.068,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-08",1322,249,85,7,12.918,2.433,0.831,0.068,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-09",1560,238,103,18,15.244,2.326,1.007,0.176,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-10",1699,139,118,15,16.602,1.358,1.153,0.147,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-11",1794,95,135,17,17.531,0.928,1.319,0.166,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-12",1939,145,146,11,18.948,1.417,1.427,0.107,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-13",2065,126,159,13,20.179,1.231,1.554,0.127,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-14",2190,125,164,5,21.4,1.221,1.603,0.049,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-15",2350,160,178,14,22.964,1.564,1.739,0.137,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-16",2505,155,183,5,24.479,1.515,1.788,0.049,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-17",2673,168,196,13,26.12,1.642,1.915,0.127,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-18",2844,171,205,9,27.791,1.671,2.003,0.088,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-19",3032,188,224,19,29.628,1.837,2.189,0.186,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-20",3144,112,239,15,30.723,1.094,2.335,0.147,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-21",3333,189,250,11,32.57,1.847,2.443,0.107,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-22",3490,157,264,14,34.104,1.534,2.58,0.137,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-23",3490,0,264,0,34.104,0,2.58,0,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-24",3659,169,276,12,35.755,1.651,2.697,0.117,NA,NA,NA,NA,""
"EGY","Egypt","2020-04-25",4092,433,294,18,39.987,4.231,2.873,0.176,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-19",1,1,0,0,0.154,0.154,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-20",1,0,0,0,0.154,0,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-21",3,2,0,0,0.463,0.308,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-22",3,0,0,0,0.463,0,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-23",3,0,0,0,0.463,0,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-24",5,2,0,0,0.771,0.308,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-25",9,4,0,0,1.388,0.617,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-26",13,4,0,0,2.004,0.617,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-27",13,0,0,0,2.004,0,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-28",13,0,0,0,2.004,0,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-29",19,6,0,0,2.929,0.925,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-30",30,11,0,0,4.625,1.696,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-03-31",32,2,0,0,4.934,0.308,0,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-01",32,0,1,1,4.934,0,0.154,0.154,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-02",41,9,2,1,6.321,1.388,0.308,0.154,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-03",46,5,2,0,7.092,0.771,0.308,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-04",56,10,3,1,8.634,1.542,0.463,0.154,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-05",62,6,3,0,9.559,0.925,0.463,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-06",69,7,3,0,10.638,1.079,0.463,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-07",78,9,4,1,12.026,1.388,0.617,0.154,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-08",78,0,4,0,12.026,0,0.617,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-09",103,25,5,1,15.88,3.854,0.771,0.154,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-10",117,14,6,1,18.038,2.158,0.925,0.154,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-11",118,1,6,0,18.192,0.154,0.925,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-12",118,0,6,0,18.192,0,0.925,0,6729,NA,1.039,NA,"tests performed"
"SLV","El Salvador","2020-04-13",125,7,6,0,19.272,1.079,0.925,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-14",149,24,6,0,22.972,3.7,0.925,0,7785,NA,1.202,NA,"tests performed"
"SLV","El Salvador","2020-04-15",159,10,6,0,24.514,1.542,0.925,0,8333,548,1.286,0.085,"tests performed"
"SLV","El Salvador","2020-04-16",159,0,6,0,24.514,0,0.925,0,9267,934,1.43,0.144,"tests performed"
"SLV","El Salvador","2020-04-17",164,5,6,0,25.284,0.771,0.925,0,10191,924,1.573,0.143,"tests performed"
"SLV","El Salvador","2020-04-18",177,13,7,1,27.289,2.004,1.079,0.154,11160,969,1.722,0.15,"tests performed"
"SLV","El Salvador","2020-04-19",190,13,7,0,29.293,2.004,1.079,0,12210,1050,1.885,0.162,"tests performed"
"SLV","El Salvador","2020-04-20",201,11,7,0,30.989,1.696,1.079,0,13352,1142,2.061,0.176,"tests performed"
"SLV","El Salvador","2020-04-21",218,17,7,0,33.61,2.621,1.079,0,14375,1023,2.219,0.158,"tests performed"
"SLV","El Salvador","2020-04-22",225,7,7,0,34.689,1.079,1.079,0,15385,1010,2.375,0.156,"tests performed"
"SLV","El Salvador","2020-04-23",237,12,8,1,36.539,1.85,1.233,0.154,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-24",250,13,8,0,38.543,2.004,1.233,0,NA,NA,NA,NA,""
"SLV","El Salvador","2020-04-25",261,11,8,0,40.239,1.696,1.233,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-15",1,1,0,0,0.862,0.862,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-16",1,0,0,0,0.862,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-17",1,0,0,0,0.862,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-18",1,0,0,0,0.862,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-19",1,0,0,0,0.862,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-20",1,0,0,0,0.862,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-21",1,0,0,0,0.862,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-22",1,0,0,0,0.862,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-23",4,3,0,0,3.448,2.586,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-24",4,0,0,0,3.448,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-25",4,0,0,0,3.448,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-26",4,0,0,0,3.448,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-27",6,2,0,0,5.172,1.724,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-28",9,3,0,0,7.758,2.586,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-29",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-30",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-03-31",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-01",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-02",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-03",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-04",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-05",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-06",9,0,0,0,7.758,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-07",10,1,0,0,8.619,0.862,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-08",10,0,0,0,8.619,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-09",12,2,0,0,10.343,1.724,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-10",12,0,0,0,10.343,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-11",12,0,0,0,10.343,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-12",14,2,0,0,12.067,1.724,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-13",14,0,0,0,12.067,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-14",15,1,0,0,12.929,0.862,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-15",15,0,0,0,12.929,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-16",16,1,0,0,13.791,0.862,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-17",16,0,0,0,13.791,0,0,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-18",19,3,1,1,16.377,2.586,0.862,0.862,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-19",19,0,1,0,16.377,0,0.862,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-20",22,3,1,0,18.963,2.586,0.862,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-21",24,2,1,0,20.687,1.724,0.862,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-22",24,0,1,0,20.687,0,0.862,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-23",31,7,1,0,26.72,6.034,0.862,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-24",32,1,1,0,27.582,0.862,0.862,0,NA,NA,NA,NA,""
"SWZ","Swaziland","2020-04-25",40,8,1,0,34.478,6.896,0.862,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-13",2,2,0,0,0.064,0.064,0,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-15",2,0,0,0,0.064,0,0,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-16",2,0,0,0,0.064,0,0,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-17",6,4,0,0,0.193,0.129,0,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-18",6,0,0,0,0.193,0,0,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-19",7,1,0,0,0.225,0.032,0,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-20",11,4,0,0,0.354,0.129,0,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-21",16,5,0,0,0.515,0.161,0,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-22",21,5,1,1,0.676,0.161,0.032,0.032,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-23",24,3,1,0,0.772,0.097,0.032,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-24",27,3,2,1,0.869,0.097,0.064,0.032,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-25",53,26,2,0,1.706,0.837,0.064,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-26",68,15,3,1,2.188,0.483,0.097,0.032,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-27",132,64,3,0,4.248,2.06,0.097,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-28",137,5,3,0,4.409,0.161,0.097,0,2519,NA,0.082,NA,"units unclear"
"GHA","Ghana","2020-03-29",141,4,5,2,4.538,0.129,0.161,0.064,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-30",152,11,5,0,4.892,0.354,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-03-31",152,0,5,0,4.892,0,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-01",152,0,5,0,4.892,0,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-02",195,43,5,0,6.276,1.384,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-03",204,9,5,0,6.565,0.29,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-04",205,1,5,0,6.597,0.032,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-05",214,9,5,0,6.887,0.29,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-06",214,0,5,0,6.887,0,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-07",287,73,5,0,9.236,2.349,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-08",287,0,5,0,9.236,0,0.161,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-09",313,26,6,1,10.073,0.837,0.193,0.032,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-10",378,65,6,0,12.165,2.092,0.193,0,27346,NA,0.89,NA,"units unclear"
"GHA","Ghana","2020-04-11",378,0,6,0,12.165,0,0.193,0,37954,10608,1.235,0.345,"units unclear"
"GHA","Ghana","2020-04-12",408,30,8,2,13.13,0.965,0.257,0.064,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-13",566,158,8,0,18.215,5.085,0.257,0,44421,NA,1.445,NA,"units unclear"
"GHA","Ghana","2020-04-14",566,0,8,0,18.215,0,0.257,0,50719,6298,1.65,0.205,"units unclear"
"GHA","Ghana","2020-04-15",636,70,8,0,20.468,2.253,0.257,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-16",641,5,8,0,20.629,0.161,0.257,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-17",641,0,8,0,20.629,0,0.257,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-18",641,0,8,0,20.629,0,0.257,0,60916,NA,1.982,NA,"units unclear"
"GHA","Ghana","2020-04-19",834,193,9,1,26.84,6.211,0.29,0.032,68591,7675,2.232,0.25,"units unclear"
"GHA","Ghana","2020-04-20",1042,208,9,0,33.534,6.694,0.29,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-21",1042,0,9,0,33.534,0,0.29,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-22",1042,0,9,0,33.534,0,0.29,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-23",1154,112,9,0,37.138,3.604,0.29,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-24",1154,0,9,0,37.138,0,0.29,0,NA,NA,NA,NA,""
"GHA","Ghana","2020-04-25",1279,125,10,1,41.161,4.023,0.322,0.032,NA,NA,NA,NA,""
"HND","Honduras","2020-03-12",2,2,0,0,0.202,0.202,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-14",3,1,0,0,0.303,0.101,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-16",6,3,0,0,0.606,0.303,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-17",8,2,0,0,0.808,0.202,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-18",9,1,0,0,0.909,0.101,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-19",12,3,0,0,1.212,0.303,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-20",24,12,0,0,2.423,1.212,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-21",24,0,0,0,2.423,0,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-22",26,2,0,0,2.625,0.202,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-23",27,1,0,0,2.726,0.101,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-24",30,3,0,0,3.029,0.303,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-25",36,6,0,0,3.635,0.606,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-26",52,16,0,0,5.25,1.615,0,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-27",67,15,1,1,6.765,1.514,0.101,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-03-28",95,28,1,0,9.591,2.827,0.101,0,NA,NA,NA,NA,""
"HND","Honduras","2020-03-29",110,15,2,1,11.106,1.514,0.202,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-03-30",139,29,3,1,14.034,2.928,0.303,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-03-31",141,2,7,4,14.236,0.202,0.707,0.404,NA,NA,NA,NA,""
"HND","Honduras","2020-04-01",172,31,10,3,17.366,3.13,1.01,0.303,NA,NA,NA,NA,""
"HND","Honduras","2020-04-02",219,47,14,4,22.111,4.745,1.413,0.404,NA,NA,NA,NA,""
"HND","Honduras","2020-04-03",222,3,15,1,22.414,0.303,1.514,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-04-04",264,42,15,0,26.654,4.24,1.514,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-05",268,4,22,7,27.058,0.404,2.221,0.707,NA,NA,NA,NA,""
"HND","Honduras","2020-04-06",298,30,22,0,30.087,3.029,2.221,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-07",305,7,22,0,30.794,0.707,2.221,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-08",312,7,22,0,31.5,0.707,2.221,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-09",343,31,23,1,34.63,3.13,2.322,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-04-10",382,39,23,0,38.568,3.938,2.322,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-11",392,10,24,1,39.578,1.01,2.423,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-04-12",393,1,25,1,39.679,0.101,2.524,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-04-13",397,4,25,0,40.082,0.404,2.524,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-14",407,10,26,1,41.092,1.01,2.625,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-04-15",419,12,31,5,42.304,1.212,3.13,0.505,NA,NA,NA,NA,""
"HND","Honduras","2020-04-16",426,7,35,4,43.01,0.707,3.534,0.404,NA,NA,NA,NA,""
"HND","Honduras","2020-04-17",442,16,41,6,44.626,1.615,4.139,0.606,NA,NA,NA,NA,""
"HND","Honduras","2020-04-18",457,15,46,5,46.14,1.514,4.644,0.505,NA,NA,NA,NA,""
"HND","Honduras","2020-04-19",472,15,46,0,47.655,1.514,4.644,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-20",477,5,46,0,48.159,0.505,4.644,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-21",494,17,46,0,49.876,1.716,4.644,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-22",510,16,46,0,51.491,1.615,4.644,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-23",519,9,47,1,52.4,0.909,4.745,0.101,NA,NA,NA,NA,""
"HND","Honduras","2020-04-24",519,0,47,0,52.4,0,4.745,0,NA,NA,NA,NA,""
"HND","Honduras","2020-04-25",591,72,47,0,59.669,7.269,4.745,0,NA,NA,NA,NA,""
"IND","India","2019-12-31",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-01",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-02",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-03",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-04",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-05",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-06",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-07",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-08",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-09",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-10",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-11",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-12",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-13",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-14",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-15",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-16",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-17",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-18",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-19",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-20",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-21",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-22",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-23",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-24",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-25",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-26",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-27",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-28",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-29",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-30",1,1,0,0,0.001,0.001,0,0,NA,NA,NA,NA,""
"IND","India","2020-01-31",1,0,0,0,0.001,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-01",1,0,0,0,0.001,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-02",2,1,0,0,0.001,0.001,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-03",2,0,0,0,0.001,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-04",3,1,0,0,0.002,0.001,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-05",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-06",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-07",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-08",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-09",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-10",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-11",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-12",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-13",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-14",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-15",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-16",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-17",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-18",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
