Entity,Code,Date,TotalConfirmedDeaths,DailyNewConfirmedDeaths
Afghanistan,AFG,"Mar 24, 2020",1,1
Afghanistan,AFG,"Mar 25, 2020",1,
Afghanistan,AFG,"Mar 26, 2020",1,
Afghanistan,AFG,"Mar 27, 2020",1,
Afghanistan,AFG,"Mar 28, 2020",2,1
Afghanistan,AFG,"Mar 29, 2020",3,1
Afghanistan,AFG,"Mar 30, 2020",4,1
Afghanistan,AFG,"Mar 31, 2020",4,
Afghanistan,AFG,"Apr 1, 2020",4,
Afghanistan,AFG,"Apr 2, 2020",4,
Afghanistan,AFG,"Apr 3, 2020",4,
Afghanistan,AFG,"Apr 4, 2020",4,
Afghanistan,AFG,"Apr 5, 2020",5,1
Afghanistan,AFG,"Apr 6, 2020",7,2
Afghanistan,AFG,"Apr 7, 2020",7,
Afghanistan,AFG,"Apr 8, 2020",11,4
Afghanistan,AFG,"Apr 9, 2020",14,3
Afghanistan,AFG,"Apr 10, 2020",15,1
Afghanistan,AFG,"Apr 11, 2020",15,
Afghanistan,AFG,"Apr 12, 2020",18,3
Afghanistan,AFG,"Apr 13, 2020",18,
Afghanistan,AFG,"Apr 14, 2020",21,3
Afghanistan,AFG,"Apr 15, 2020",23,2
Afghanistan,AFG,"Apr 16, 2020",25,2
Afghanistan,AFG,"Apr 17, 2020",29,4
Afghanistan,AFG,"Apr 18, 2020",30,1
Afghanistan,AFG,"Apr 19, 2020",30,
Afghanistan,AFG,"Apr 20, 2020",33,3
Afghanistan,AFG,"Apr 21, 2020",35,2
Afghanistan,AFG,"Apr 22, 2020",36,1
Afghanistan,AFG,"Apr 23, 2020",40,4
Afghanistan,AFG,"Apr 24, 2020",42,2
Afghanistan,AFG,"Apr 25, 2020",43,1
Afghanistan,AFG,"Apr 26, 2020",47,4
Afghanistan,AFG,"Apr 27, 2020",68,21
Africa,,"Mar 9, 2020",1,1
Africa,,"Mar 10, 2020",1,
Africa,,"Mar 11, 2020",1,
Africa,,"Mar 12, 2020",2,1
Africa,,"Mar 13, 2020",4,2
Africa,,"Mar 14, 2020",5,1
Africa,,"Mar 15, 2020",6,1
Africa,,"Mar 16, 2020",8,2
Africa,,"Mar 17, 2020",8,
Africa,,"Mar 18, 2020",12,4
Africa,,"Mar 19, 2020",16,4
Africa,,"Mar 20, 2020",17,1
Africa,,"Mar 21, 2020",24,7
Africa,,"Mar 22, 2020",35,11
Africa,,"Mar 23, 2020",44,9
Africa,,"Mar 24, 2020",52,8
Africa,,"Mar 25, 2020",64,12
Africa,,"Mar 26, 2020",72,8
Africa,,"Mar 27, 2020",84,12
Africa,,"Mar 28, 2020",103,19
Africa,,"Mar 29, 2020",124,21
Africa,,"Mar 30, 2020",143,19
Africa,,"Mar 31, 2020",166,23
Africa,,"Apr 1, 2020",189,23
Africa,,"Apr 2, 2020",224,35
Africa,,"Apr 3, 2020",256,32
Africa,,"Apr 4, 2020",305,49
Africa,,"Apr 5, 2020",379,74
Africa,,"Apr 6, 2020",434,55
Africa,,"Apr 7, 2020",477,43
Africa,,"Apr 8, 2020",522,45
Africa,,"Apr 9, 2020",573,51
Africa,,"Apr 10, 2020",630,57
Africa,,"Apr 11, 2020",691,61
Africa,,"Apr 12, 2020",743,52
Africa,,"Apr 13, 2020",789,46
Africa,,"Apr 14, 2020",835,46
Africa,,"Apr 15, 2020",876,41
Africa,,"Apr 16, 2020",911,35
Africa,,"Apr 17, 2020",965,54
Africa,,"Apr 18, 2020",1016,51
Africa,,"Apr 19, 2020",1057,41
Africa,,"Apr 20, 2020",1120,63
Africa,,"Apr 21, 2020",1155,35
Africa,,"Apr 22, 2020",1189,34
Africa,,"Apr 23, 2020",1232,43
Africa,,"Apr 24, 2020",1286,54
Africa,,"Apr 25, 2020",1334,48
Africa,,"Apr 26, 2020",1378,44
Africa,,"Apr 27, 2020",1415,37
Albania,ALB,"Mar 12, 2020",1,1
Albania,ALB,"Mar 13, 2020",1,
Albania,ALB,"Mar 14, 2020",1,
Albania,ALB,"Mar 15, 2020",1,
Albania,ALB,"Mar 16, 2020",1,
Albania,ALB,"Mar 17, 2020",1,
Albania,ALB,"Mar 18, 2020",1,
Albania,ALB,"Mar 19, 2020",2,1
Albania,ALB,"Mar 20, 2020",2,
Albania,ALB,"Mar 21, 2020",2,
Albania,ALB,"Mar 22, 2020",2,
Albania,ALB,"Mar 23, 2020",2,
Albania,ALB,"Mar 24, 2020",4,2
Albania,ALB,"Mar 25, 2020",5,1
Albania,ALB,"Mar 26, 2020",5,
Albania,ALB,"Mar 27, 2020",6,1
Albania,ALB,"Mar 28, 2020",9,3
Albania,ALB,"Mar 29, 2020",10,1
Albania,ALB,"Mar 30, 2020",10,
Albania,ALB,"Mar 31, 2020",12,2
Albania,ALB,"Apr 1, 2020",15,3
Albania,ALB,"Apr 2, 2020",15,
Albania,ALB,"Apr 3, 2020",16,1
Albania,ALB,"Apr 4, 2020",17,1
Albania,ALB,"Apr 5, 2020",19,2
Albania,ALB,"Apr 6, 2020",21,2
Albania,ALB,"Apr 7, 2020",22,1
Albania,ALB,"Apr 8, 2020",22,
Albania,ALB,"Apr 9, 2020",22,
Albania,ALB,"Apr 10, 2020",23,1
Albania,ALB,"Apr 11, 2020",23,
Albania,ALB,"Apr 12, 2020",23,
Albania,ALB,"Apr 13, 2020",23,
Albania,ALB,"Apr 14, 2020",23,
Albania,ALB,"Apr 15, 2020",24,1
Albania,ALB,"Apr 16, 2020",25,1
Albania,ALB,"Apr 17, 2020",26,1
Albania,ALB,"Apr 18, 2020",26,
Albania,ALB,"Apr 19, 2020",26,
Albania,ALB,"Apr 20, 2020",26,
Albania,ALB,"Apr 21, 2020",26,
Albania,ALB,"Apr 22, 2020",26,
Albania,ALB,"Apr 23, 2020",27,1
Albania,ALB,"Apr 24, 2020",27,
Albania,ALB,"Apr 25, 2020",27,
Albania,ALB,"Apr 26, 2020",27,
Albania,ALB,"Apr 27, 2020",28,1
Algeria,DZA,"Mar 13, 2020",1,1
Algeria,DZA,"Mar 14, 2020",2,1
Algeria,DZA,"Mar 15, 2020",2,
Algeria,DZA,"Mar 16, 2020",4,2
Algeria,DZA,"Mar 17, 2020",4,
Algeria,DZA,"Mar 18, 2020",5,1
Algeria,DZA,"Mar 19, 2020",6,1
Algeria,DZA,"Mar 20, 2020",7,1
Algeria,DZA,"Mar 21, 2020",10,3
Algeria,DZA,"Mar 22, 2020",15,5
Algeria,DZA,"Mar 23, 2020",17,2
Algeria,DZA,"Mar 24, 2020",17,
Algeria,DZA,"Mar 25, 2020",19,2
Algeria,DZA,"Mar 26, 2020",21,2
Algeria,DZA,"Mar 27, 2020",25,4
Algeria,DZA,"Mar 28, 2020",26,1
Algeria,DZA,"Mar 29, 2020",29,3
Algeria,DZA,"Mar 30, 2020",31,2
Algeria,DZA,"Mar 31, 2020",35,4
Algeria,DZA,"Apr 1, 2020",44,9
Algeria,DZA,"Apr 2, 2020",58,14
Algeria,DZA,"Apr 3, 2020",63,5
Algeria,DZA,"Apr 4, 2020",105,42
Algeria,DZA,"Apr 5, 2020",130,25
Algeria,DZA,"Apr 6, 2020",152,22
Algeria,DZA,"Apr 7, 2020",173,21
Algeria,DZA,"Apr 8, 2020",193,20
Algeria,DZA,"Apr 9, 2020",205,12
Algeria,DZA,"Apr 10, 2020",235,30
Algeria,DZA,"Apr 11, 2020",256,21
Algeria,DZA,"Apr 12, 2020",275,19
Algeria,DZA,"Apr 13, 2020",293,18
Algeria,DZA,"Apr 14, 2020",313,20
Algeria,DZA,"Apr 15, 2020",325,12
Algeria,DZA,"Apr 16, 2020",336,11
Algeria,DZA,"Apr 17, 2020",348,12
Algeria,DZA,"Apr 18, 2020",364,16
Algeria,DZA,"Apr 19, 2020",367,3
Algeria,DZA,"Apr 20, 2020",375,8
Algeria,DZA,"Apr 21, 2020",384,9
Algeria,DZA,"Apr 22, 2020",392,8
Algeria,DZA,"Apr 23, 2020",402,10
Algeria,DZA,"Apr 24, 2020",407,5
Algeria,DZA,"Apr 25, 2020",415,8
Algeria,DZA,"Apr 26, 2020",419,4
Algeria,DZA,"Apr 27, 2020",425,6
Andorra,AND,"Mar 27, 2020",3,3
Andorra,AND,"Mar 28, 2020",3,
Andorra,AND,"Mar 29, 2020",4,1
Andorra,AND,"Mar 30, 2020",6,2
Andorra,AND,"Mar 31, 2020",8,2
Andorra,AND,"Apr 1, 2020",12,4
Andorra,AND,"Apr 2, 2020",14,2
Andorra,AND,"Apr 3, 2020",15,1
Andorra,AND,"Apr 4, 2020",16,1
Andorra,AND,"Apr 5, 2020",17,1
Andorra,AND,"Apr 6, 2020",18,1
Andorra,AND,"Apr 7, 2020",21,3
Andorra,AND,"Apr 8, 2020",22,1
Andorra,AND,"Apr 9, 2020",23,1
Andorra,AND,"Apr 10, 2020",25,2
Andorra,AND,"Apr 11, 2020",26,1
Andorra,AND,"Apr 12, 2020",28,2
Andorra,AND,"Apr 13, 2020",29,1
Andorra,AND,"Apr 14, 2020",29,
Andorra,AND,"Apr 15, 2020",31,2
Andorra,AND,"Apr 16, 2020",33,2
Andorra,AND,"Apr 17, 2020",33,
Andorra,AND,"Apr 18, 2020",35,2
Andorra,AND,"Apr 19, 2020",35,
Andorra,AND,"Apr 20, 2020",36,1
Andorra,AND,"Apr 21, 2020",36,
Andorra,AND,"Apr 22, 2020",37,1
Andorra,AND,"Apr 23, 2020",37,
Andorra,AND,"Apr 24, 2020",37,
Andorra,AND,"Apr 25, 2020",40,3
Andorra,AND,"Apr 26, 2020",40,
Andorra,AND,"Apr 27, 2020",40,
Angola,AGO,"Mar 30, 2020",2,2
Angola,AGO,"Mar 31, 2020",2,
Angola,AGO,"Apr 1, 2020",2,
Angola,AGO,"Apr 2, 2020",2,
Angola,AGO,"Apr 3, 2020",2,
Angola,AGO,"Apr 4, 2020",2,
Angola,AGO,"Apr 5, 2020",2,
Angola,AGO,"Apr 6, 2020",2,
Angola,AGO,"Apr 7, 2020",2,
Angola,AGO,"Apr 8, 2020",2,
Angola,AGO,"Apr 9, 2020",2,
Angola,AGO,"Apr 10, 2020",2,
Angola,AGO,"Apr 11, 2020",2,
Angola,AGO,"Apr 12, 2020",2,
Angola,AGO,"Apr 13, 2020",2,
Angola,AGO,"Apr 14, 2020",2,
Angola,AGO,"Apr 15, 2020",2,
Angola,AGO,"Apr 16, 2020",2,
Angola,AGO,"Apr 17, 2020",2,
Angola,AGO,"Apr 18, 2020",2,
Angola,AGO,"Apr 19, 2020",2,
Angola,AGO,"Apr 20, 2020",2,
Angola,AGO,"Apr 21, 2020",2,
Angola,AGO,"Apr 22, 2020",2,
Angola,AGO,"Apr 23, 2020",2,
Angola,AGO,"Apr 24, 2020",2,
Angola,AGO,"Apr 25, 2020",2,
Angola,AGO,"Apr 26, 2020",2,
Angola,AGO,"Apr 27, 2020",2,
Antigua and Barbuda,ATG,"Apr 10, 2020",2,2
Antigua and Barbuda,ATG,"Apr 11, 2020",2,
Antigua and Barbuda,ATG,"Apr 12, 2020",2,
Antigua and Barbuda,ATG,"Apr 13, 2020",2,
Antigua and Barbuda,ATG,"Apr 14, 2020",2,
Antigua and Barbuda,ATG,"Apr 15, 2020",2,
Antigua and Barbuda,ATG,"Apr 16, 2020",2,
Antigua and Barbuda,ATG,"Apr 17, 2020",2,
Antigua and Barbuda,ATG,"Apr 18, 2020",2,
Antigua and Barbuda,ATG,"Apr 19, 2020",2,
Antigua and Barbuda,ATG,"Apr 20, 2020",2,
Antigua and Barbuda,ATG,"Apr 21, 2020",3,1
Antigua and Barbuda,ATG,"Apr 22, 2020",3,
Antigua and Barbuda,ATG,"Apr 23, 2020",3,
Antigua and Barbuda,ATG,"Apr 24, 2020",3,
Antigua and Barbuda,ATG,"Apr 25, 2020",3,
Antigua and Barbuda,ATG,"Apr 26, 2020",3,
Antigua and Barbuda,ATG,"Apr 27, 2020",3,
Argentina,ARG,"Mar 8, 2020",1,1
Argentina,ARG,"Mar 9, 2020",1,
Argentina,ARG,"Mar 11, 2020",1,
Argentina,ARG,"Mar 13, 2020",1,
Argentina,ARG,"Mar 14, 2020",2,1
Argentina,ARG,"Mar 15, 2020",2,
Argentina,ARG,"Mar 16, 2020",2,
Argentina,ARG,"Mar 17, 2020",2,
Argentina,ARG,"Mar 18, 2020",2,
Argentina,ARG,"Mar 19, 2020",2,
Argentina,ARG,"Mar 20, 2020",3,1
Argentina,ARG,"Mar 21, 2020",3,
Argentina,ARG,"Mar 22, 2020",4,1
Argentina,ARG,"Mar 23, 2020",4,
Argentina,ARG,"Mar 24, 2020",4,
Argentina,ARG,"Mar 25, 2020",6,2
Argentina,ARG,"Mar 26, 2020",8,2
Argentina,ARG,"Mar 27, 2020",12,4
Argentina,ARG,"Mar 28, 2020",17,5
Argentina,ARG,"Mar 29, 2020",19,2
Argentina,ARG,"Mar 30, 2020",20,1
Argentina,ARG,"Mar 31, 2020",24,4
Argentina,ARG,"Apr 1, 2020",24,
Argentina,ARG,"Apr 2, 2020",31,7
Argentina,ARG,"Apr 3, 2020",34,3
Argentina,ARG,"Apr 4, 2020",37,3
Argentina,ARG,"Apr 5, 2020",43,6
Argentina,ARG,"Apr 6, 2020",46,3
Argentina,ARG,"Apr 7, 2020",53,7
Argentina,ARG,"Apr 8, 2020",60,7
Argentina,ARG,"Apr 9, 2020",65,5
Argentina,ARG,"Apr 10, 2020",79,14
Argentina,ARG,"Apr 11, 2020",82,3
Argentina,ARG,"Apr 12, 2020",89,7
Argentina,ARG,"Apr 13, 2020",95,6
Argentina,ARG,"Apr 14, 2020",98,3
Argentina,ARG,"Apr 15, 2020",105,7
Argentina,ARG,"Apr 16, 2020",109,4
Argentina,ARG,"Apr 17, 2020",115,6
Argentina,ARG,"Apr 18, 2020",122,7
Argentina,ARG,"Apr 19, 2020",132,10
Argentina,ARG,"Apr 20, 2020",134,2
Argentina,ARG,"Apr 21, 2020",142,8
Argentina,ARG,"Apr 22, 2020",151,9
Argentina,ARG,"Apr 23, 2020",159,8
Argentina,ARG,"Apr 24, 2020",165,6
Argentina,ARG,"Apr 25, 2020",167,2
Argentina,ARG,"Apr 26, 2020",185,18
Argentina,ARG,"Apr 27, 2020",186,1
Armenia,ARM,"Mar 27, 2020",1,1
Armenia,ARM,"Mar 28, 2020",1,
Armenia,ARM,"Mar 29, 2020",3,2
Armenia,ARM,"Mar 30, 2020",3,
Armenia,ARM,"Mar 31, 2020",3,
Armenia,ARM,"Apr 1, 2020",3,
Armenia,ARM,"Apr 2, 2020",3,
Armenia,ARM,"Apr 3, 2020",4,1
Armenia,ARM,"Apr 4, 2020",7,3
Armenia,ARM,"Apr 5, 2020",7,
Armenia,ARM,"Apr 6, 2020",7,
Armenia,ARM,"Apr 7, 2020",8,1
Armenia,ARM,"Apr 8, 2020",8,
Armenia,ARM,"Apr 9, 2020",9,1
Armenia,ARM,"Apr 10, 2020",10,1
Armenia,ARM,"Apr 11, 2020",11,1
Armenia,ARM,"Apr 12, 2020",13,2
Armenia,ARM,"Apr 13, 2020",13,
Armenia,ARM,"Apr 14, 2020",14,1
Armenia,ARM,"Apr 15, 2020",17,3
Armenia,ARM,"Apr 16, 2020",18,1
Armenia,ARM,"Apr 17, 2020",19,1
Armenia,ARM,"Apr 18, 2020",20,1
Armenia,ARM,"Apr 19, 2020",20,
Armenia,ARM,"Apr 20, 2020",22,2
Armenia,ARM,"Apr 21, 2020",24,2
Armenia,ARM,"Apr 22, 2020",24,
Armenia,ARM,"Apr 23, 2020",24,
Armenia,ARM,"Apr 24, 2020",27,3
Armenia,ARM,"Apr 25, 2020",28,1
Armenia,ARM,"Apr 26, 2020",28,
Armenia,ARM,"Apr 27, 2020",29,1
Aruba,ABW,"Apr 16, 2020",1,1
Aruba,ABW,"Apr 17, 2020",1,
Aruba,ABW,"Apr 18, 2020",2,1
Aruba,ABW,"Apr 19, 2020",2,
Aruba,ABW,"Apr 20, 2020",2,
Aruba,ABW,"Apr 21, 2020",2,
Aruba,ABW,"Apr 22, 2020",2,
Aruba,ABW,"Apr 23, 2020",2,
Aruba,ABW,"Apr 24, 2020",2,
Aruba,ABW,"Apr 25, 2020",2,
Aruba,ABW,"Apr 26, 2020",2,
Aruba,ABW,"Apr 27, 2020",2,
Asia,,"Jan 11, 2020",1,1
Asia,,"Jan 12, 2020",1,
Asia,,"Jan 13, 2020",1,
Asia,,"Jan 14, 2020",1,
Asia,,"Jan 15, 2020",2,1
Asia,,"Jan 16, 2020",2,
Asia,,"Jan 17, 2020",2,
Asia,,"Jan 18, 2020",2,
Asia,,"Jan 19, 2020",3,1
Asia,,"Jan 20, 2020",3,
Asia,,"Jan 21, 2020",6,3
Asia,,"Jan 22, 2020",17,11
Asia,,"Jan 23, 2020",17,
Asia,,"Jan 24, 2020",26,9
Asia,,"Jan 25, 2020",41,15
Asia,,"Jan 26, 2020",56,15
Asia,,"Jan 27, 2020",81,25
Asia,,"Jan 28, 2020",106,25
Asia,,"Jan 29, 2020",132,26
Asia,,"Jan 30, 2020",170,38
Asia,,"Jan 31, 2020",213,43
Asia,,"Feb 1, 2020",259,46
Asia,,"Feb 2, 2020",305,46
Asia,,"Feb 3, 2020",362,57
Asia,,"Feb 4, 2020",427,65
Asia,,"Feb 5, 2020",493,66
Asia,,"Feb 6, 2020",565,72
Asia,,"Feb 7, 2020",638,73
Asia,,"Feb 8, 2020",724,86
Asia,,"Feb 9, 2020",813,89
Asia,,"Feb 10, 2020",910,97
Asia,,"Feb 11, 2020",1018,108
Asia,,"Feb 12, 2020",1115,97
Asia,,"Feb 13, 2020",1370,255
Asia,,"Feb 14, 2020",1383,13
Asia,,"Feb 15, 2020",1526,143
Asia,,"Feb 16, 2020",1668,142
Asia,,"Feb 17, 2020",1774,106
Asia,,"Feb 18, 2020",1872,98
Asia,,"Feb 19, 2020",2011,139
Asia,,"Feb 20, 2020",2125,114
Asia,,"Feb 21, 2020",2244,119
Asia,,"Feb 22, 2020",2356,112
Asia,,"Feb 23, 2020",2458,102
Asia,,"Feb 24, 2020",2613,155
Asia,,"Feb 25, 2020",2688,75
Asia,,"Feb 26, 2020",2746,58
Asia,,"Feb 27, 2020",2782,36
Asia,,"Feb 28, 2020",2834,52
Asia,,"Feb 29, 2020",2892,58
Asia,,"Mar 1, 2020",2940,48
Asia,,"Mar 2, 2020",2999,59
Asia,,"Mar 3, 2020",3049,50
Asia,,"Mar 4, 2020",3101,52
Asia,,"Mar 5, 2020",3150,49
Asia,,"Mar 6, 2020",3204,54
Asia,,"Mar 7, 2020",3251,47
Asia,,"Mar 8, 2020",3305,54
Asia,,"Mar 9, 2020",3383,78
Asia,,"Mar 10, 2020",3448,65
Asia,,"Mar 11, 2020",3534,86
Asia,,"Mar 12, 2020",3622,88
Asia,,"Mar 13, 2020",3710,88
Asia,,"Mar 14, 2020",3826,116
Asia,,"Mar 15, 2020",3937,111
Asia,,"Mar 16, 2020",4072,135
Asia,,"Mar 17, 2020",4222,150
Asia,,"Mar 18, 2020",4384,162
Asia,,"Mar 19, 2020",4551,167
Asia,,"Mar 20, 2020",4738,187
Asia,,"Mar 21, 2020",4915,177
Asia,,"Mar 22, 2020",5089,174
Asia,,"Mar 23, 2020",5276,187
Asia,,"Mar 24, 2020",5448,172
Asia,,"Mar 25, 2020",5607,159
Asia,,"Mar 26, 2020",5800,193
Asia,,"Mar 27, 2020",6041,241
Asia,,"Mar 28, 2020",6244,203
Asia,,"Mar 29, 2020",6470,226
Asia,,"Mar 30, 2020",6670,200
Asia,,"Mar 31, 2020",6889,219
Asia,,"Apr 1, 2020",7124,235
Asia,,"Apr 2, 2020",7402,278
Asia,,"Apr 3, 2020",7697,295
Asia,,"Apr 4, 2020",7847,150
Asia,,"Apr 5, 2020",8291,444
Asia,,"Apr 6, 2020",8619,328
Asia,,"Apr 7, 2020",8898,279
Asia,,"Apr 8, 2020",9214,316
Asia,,"Apr 9, 2020",9502,288
Asia,,"Apr 10, 2020",9853,351
Asia,,"Apr 11, 2020",10182,329
Asia,,"Apr 12, 2020",10568,386
Asia,,"Apr 13, 2020",10956,388
Asia,,"Apr 14, 2020",11298,342
Asia,,"Apr 15, 2020",11687,389
Asia,,"Apr 16, 2020",12027,340
Asia,,"Apr 17, 2020",13658,1631
Asia,,"Apr 18, 2020",14022,364
Asia,,"Apr 19, 2020",14331,309
Asia,,"Apr 20, 2020",14708,377
Asia,,"Apr 21, 2020",15059,351
Asia,,"Apr 22, 2020",15404,345
Asia,,"Apr 23, 2020",15830,426
Asia,,"Apr 24, 2020",16191,361
Asia,,"Apr 25, 2020",16572,381
Asia,,"Apr 26, 2020",16919,347
Asia,,"Apr 27, 2020",17220,301
Asia excl. China,,"Feb 2, 2020",1,1
Asia excl. China,,"Feb 3, 2020",1,
Asia excl. China,,"Feb 4, 2020",1,
Asia excl. China,,"Feb 5, 2020",1,
Asia excl. China,,"Feb 6, 2020",1,
Asia excl. China,,"Feb 7, 2020",1,
Asia excl. China,,"Feb 8, 2020",1,
Asia excl. China,,"Feb 9, 2020",1,
Asia excl. China,,"Feb 10, 2020",1,
Asia excl. China,,"Feb 11, 2020",1,
Asia excl. China,,"Feb 12, 2020",1,
Asia excl. China,,"Feb 13, 2020",2,1
Asia excl. China,,"Feb 14, 2020",2,
Asia excl. China,,"Feb 15, 2020",2,
Asia excl. China,,"Feb 16, 2020",2,
Asia excl. China,,"Feb 17, 2020",3,1
Asia excl. China,,"Feb 18, 2020",3,
Asia excl. China,,"Feb 19, 2020",3,
Asia excl. China,,"Feb 20, 2020",5,2
Asia excl. China,,"Feb 21, 2020",6,1
Asia excl. China,,"Feb 22, 2020",9,3
Asia excl. China,,"Feb 23, 2020",13,4
Asia excl. China,,"Feb 24, 2020",18,5
Asia excl. China,,"Feb 25, 2020",23,5
Asia excl. China,,"Feb 26, 2020",29,6
Asia excl. China,,"Feb 27, 2020",36,7
Asia excl. China,,"Feb 28, 2020",44,8
Asia excl. China,,"Feb 29, 2020",55,11
Asia excl. China,,"Mar 1, 2020",68,13
Asia excl. China,,"Mar 2, 2020",85,17
Asia excl. China,,"Mar 3, 2020",103,18
Asia excl. China,,"Mar 4, 2020",118,15
Asia excl. China,,"Mar 5, 2020",136,18
Asia excl. China,,"Mar 6, 2020",160,24
Asia excl. China,,"Mar 7, 2020",179,19
Asia excl. China,,"Mar 8, 2020",206,27
Asia excl. China,,"Mar 9, 2020",261,55
Asia excl. China,,"Mar 10, 2020",309,48
Asia excl. China,,"Mar 11, 2020",373,64
Asia excl. China,,"Mar 12, 2020",450,77
Asia excl. China,,"Mar 13, 2020",531,81
Asia excl. China,,"Mar 14, 2020",632,101
Asia excl. China,,"Mar 15, 2020",734,102
Asia excl. China,,"Mar 16, 2020",856,122
Asia excl. China,,"Mar 17, 2020",997,141
Asia excl. China,,"Mar 18, 2020",1143,146
Asia excl. China,,"Mar 19, 2020",1302,159
Asia excl. China,,"Mar 20, 2020",1485,183
Asia excl. China,,"Mar 21, 2020",1656,171
Asia excl. China,,"Mar 22, 2020",1824,168
Asia excl. China,,"Mar 23, 2020",2002,178
Asia excl. China,,"Mar 24, 2020",2167,165
Asia excl. China,,"Mar 25, 2020",2322,155
Asia excl. China,,"Mar 26, 2020",2509,187
Asia excl. China,,"Mar 27, 2020",2745,236
Asia excl. China,,"Mar 28, 2020",2945,200
Asia excl. China,,"Mar 29, 2020",3166,221
Asia excl. China,,"Mar 30, 2020",3364,198
Asia excl. China,,"Mar 31, 2020",3580,216
Asia excl. China,,"Apr 1, 2020",3814,234
Asia excl. China,,"Apr 2, 2020",4086,272
Asia excl. China,,"Apr 3, 2020",4371,285
Asia excl. China,,"Apr 4, 2020",4517,146
Asia excl. China,,"Apr 5, 2020",4958,441
Asia excl. China,,"Apr 6, 2020",5284,326
Asia excl. China,,"Apr 7, 2020",5563,279
Asia excl. China,,"Apr 8, 2020",5877,314
Asia excl. China,,"Apr 9, 2020",6163,286
Asia excl. China,,"Apr 10, 2020",6513,350
Asia excl. China,,"Apr 11, 2020",6839,326
Asia excl. China,,"Apr 12, 2020",7225,386
Asia excl. China,,"Apr 13, 2020",7611,386
Asia excl. China,,"Apr 14, 2020",7953,342
Asia excl. China,,"Apr 15, 2020",8341,388
Asia excl. China,,"Apr 16, 2020",8681,340
Asia excl. China,,"Apr 17, 2020",9022,341
Asia excl. China,,"Apr 18, 2020",9386,364
Asia excl. China,,"Apr 19, 2020",9695,309
Asia excl. China,,"Apr 20, 2020",10072,377
Asia excl. China,,"Apr 21, 2020",10423,351
Asia excl. China,,"Apr 22, 2020",10768,345
Asia excl. China,,"Apr 23, 2020",11194,426
Asia excl. China,,"Apr 24, 2020",11555,361
Asia excl. China,,"Apr 25, 2020",11936,381
Asia excl. China,,"Apr 26, 2020",12283,347
Asia excl. China,,"Apr 27, 2020",12581,298
Australia,AUS,"Mar 1, 2020",1,1
Australia,AUS,"Mar 2, 2020",1,
Australia,AUS,"Mar 3, 2020",1,
Australia,AUS,"Mar 4, 2020",1,
Australia,AUS,"Mar 5, 2020",2,1
Australia,AUS,"Mar 6, 2020",2,
Australia,AUS,"Mar 7, 2020",2,
Australia,AUS,"Mar 8, 2020",3,1
Australia,AUS,"Mar 9, 2020",3,
Australia,AUS,"Mar 10, 2020",3,
Australia,AUS,"Mar 11, 2020",3,
Australia,AUS,"Mar 12, 2020",3,
Australia,AUS,"Mar 13, 2020",3,
Australia,AUS,"Mar 14, 2020",3,
Australia,AUS,"Mar 15, 2020",3,
Australia,AUS,"Mar 16, 2020",5,2
Australia,AUS,"Mar 17, 2020",5,
Australia,AUS,"Mar 18, 2020",5,
Australia,AUS,"Mar 19, 2020",6,1
Australia,AUS,"Mar 20, 2020",6,
Australia,AUS,"Mar 21, 2020",7,1
Australia,AUS,"Mar 22, 2020",7,
Australia,AUS,"Mar 23, 2020",7,
Australia,AUS,"Mar 24, 2020",7,
Australia,AUS,"Mar 25, 2020",8,1
Australia,AUS,"Mar 26, 2020",11,3
Australia,AUS,"Mar 27, 2020",13,2
Australia,AUS,"Mar 28, 2020",13,
Australia,AUS,"Mar 29, 2020",14,1
Australia,AUS,"Mar 30, 2020",16,2
Australia,AUS,"Mar 31, 2020",19,3
Australia,AUS,"Apr 1, 2020",20,1
Australia,AUS,"Apr 2, 2020",21,1
Australia,AUS,"Apr 3, 2020",23,2
Australia,AUS,"Apr 4, 2020",30,7
Australia,AUS,"Apr 5, 2020",34,4
Australia,AUS,"Apr 6, 2020",36,2
Australia,AUS,"Apr 7, 2020",42,6
Australia,AUS,"Apr 8, 2020",45,3
Australia,AUS,"Apr 9, 2020",50,5
Australia,AUS,"Apr 10, 2020",52,2
Australia,AUS,"Apr 11, 2020",54,2
Australia,AUS,"Apr 12, 2020",57,3
Australia,AUS,"Apr 13, 2020",61,4
Australia,AUS,"Apr 14, 2020",61,
Australia,AUS,"Apr 15, 2020",61,
Australia,AUS,"Apr 16, 2020",63,2
Australia,AUS,"Apr 17, 2020",63,
Australia,AUS,"Apr 18, 2020",67,4
Australia,AUS,"Apr 19, 2020",69,2
Australia,AUS,"Apr 20, 2020",70,1
Australia,AUS,"Apr 21, 2020",71,1
Australia,AUS,"Apr 22, 2020",74,3
Australia,AUS,"Apr 23, 2020",74,
Australia,AUS,"Apr 24, 2020",75,1
Australia,AUS,"Apr 25, 2020",79,4
Australia,AUS,"Apr 26, 2020",81,2
Australia,AUS,"Apr 27, 2020",83,2
Austria,AUT,"Mar 13, 2020",1,1
Austria,AUT,"Mar 14, 2020",1,
Austria,AUT,"Mar 15, 2020",1,
Austria,AUT,"Mar 16, 2020",1,
Austria,AUT,"Mar 17, 2020",3,2
Austria,AUT,"Mar 18, 2020",3,
Austria,AUT,"Mar 19, 2020",4,1
Austria,AUT,"Mar 20, 2020",6,2
